Object_ID,County,Municipality,GIS_Acres
62416,Burlington,Woodland Township,0.05537762
62419,Burlington,Woodland Township,0.05796555
62432,Burlington,Woodland Township,0.05742637
62435,Burlington,Woodland Township,0.05535981
62447,Burlington,Woodland Township,0.05913192
62480,Burlington,Woodland Township,31.69435004
62484,Burlington,Woodland Township,0.0578889
62502,Burlington,Woodland Township,0.05421903
62522,Burlington,Woodland Township,0.05982466
62556,Burlington,Woodland Township,0.05758728
62571,Burlington,Woodland Township,0.04920357
62586,Burlington,Woodland Township,0.05503966
62603,Burlington,Woodland Township,0.05930982
62631,Burlington,Woodland Township,0.05616777
62632,Burlington,Woodland Township,0.05975797
62643,Burlington,Woodland Township,0.05786795
62655,Burlington,Woodland Township,0.06628354
62668,Burlington,Woodland Township,0.01620666
62677,Burlington,Woodland Township,0.05787108
62686,Burlington,Woodland Township,0.05553944
62705,Burlington,Woodland Township,0.71009652
62733,Burlington,Woodland Township,0.40127338
62756,Burlington,Woodland Township,0.05726569
62774,Burlington,Woodland Township,0.05851804
62778,Burlington,Woodland Township,0.23661801
62786,Burlington,Woodland Township,0.05784877
62795,Burlington,Woodland Township,0.06272211
62797,Burlington,Woodland Township,0.05662325
62808,Burlington,Woodland Township,0.05695189
62818,Burlington,Woodland Township,0.05981635
62841,Burlington,Woodland Township,0.0581228
62842,Burlington,Woodland Township,0.0541142
62854,Burlington,Woodland Township,0.04262471
62914,Burlington,Woodland Township,0.06671846
62916,Burlington,Woodland Township,0.03126384
62923,Burlington,Woodland Township,0.06129769
62954,Burlington,Woodland Township,0.05746514
62955,Burlington,Woodland Township,0.05434548
62973,Burlington,Woodland Township,0.05865453
62992,Burlington,Woodland Township,4.22058665
62996,Burlington,Woodland Township,0.05348158
62999,Burlington,Woodland Township,0.05778041
63006,Burlington,Woodland Township,0.05489681
63021,Burlington,Woodland Township,0.05543324
63030,Burlington,Woodland Township,0.05811316
63032,Burlington,Woodland Township,0.05923502
63039,Burlington,Woodland Township,0.06037374
63042,Burlington,Woodland Township,0.0546304
63052,Burlington,Woodland Township,0.05881757
63059,Burlington,Woodland Township,0.0606668
63073,Burlington,Woodland Township,0.05657617
63076,Burlington,Woodland Township,0.06084469
63089,Burlington,Woodland Township,0.05655304
63096,Burlington,Woodland Township,0.05460039
63097,Burlington,Woodland Township,0.24393855
63104,Burlington,Woodland Township,0.05438047
63135,Burlington,Woodland Township,0.06211007
63140,Burlington,Woodland Township,0.05854296
63142,Burlington,Woodland Township,0.05779524
63153,Burlington,Woodland Township,0.05930573
63174,Burlington,Woodland Township,0.06028711
63179,Burlington,Woodland Township,0.04315977
63185,Burlington,Woodland Township,0.05817198
63232,Burlington,Woodland Township,4.81832089
63238,Burlington,Woodland Township,0.02617432
63241,Burlington,Woodland Township,0.05873786
63245,Burlington,Woodland Township,0.05746117
63278,Burlington,Woodland Township,0.06907958
63279,Burlington,Woodland Township,0.05856887
63280,Burlington,Woodland Township,0.0608409
63294,Burlington,Woodland Township,0.05881722
63343,Burlington,Woodland Township,0.05882568
63356,Burlington,Woodland Township,0.05415868
63373,Burlington,Woodland Township,0.05459838
63421,Burlington,Woodland Township,0.05697607
63429,Burlington,Woodland Township,0.05777822
63432,Burlington,Woodland Township,0.05596967
63479,Burlington,Woodland Township,0.0414301
63486,Burlington,Woodland Township,0.76491436
63490,Burlington,Woodland Township,0.06042976
63502,Burlington,Woodland Township,0.05765795
63504,Burlington,Woodland Township,0.05740136
63514,Burlington,Woodland Township,2.99443781
63524,Burlington,Woodland Township,0.05815659
63538,Burlington,Woodland Township,0.05614591
63562,Burlington,Woodland Township,107.8135121
63576,Burlington,Woodland Township,0.05895984
63597,Burlington,Woodland Township,0.05512868
63602,Burlington,Woodland Township,0.86002853
63608,Burlington,Woodland Township,0.05261277
63622,Burlington,Woodland Township,0.05911893
63642,Burlington,Woodland Township,0.05599649
63651,Burlington,Woodland Township,0.05519948
63655,Burlington,Woodland Township,0.05772967
63656,Burlington,Woodland Township,0.05708777
63661,Burlington,Woodland Township,0.0545489
63690,Burlington,Woodland Township,0.06321345
63697,Burlington,Woodland Township,0.06103723
63704,Burlington,Woodland Township,0.05772708
63722,Burlington,Woodland Township,0.0529821
63724,Burlington,Woodland Township,0.05468102
63731,Burlington,Woodland Township,0.06265868
63741,Burlington,Woodland Township,0.03647691
63756,Burlington,Woodland Township,0.06274042
63769,Burlington,Woodland Township,0.06108046
63772,Burlington,Woodland Township,0.05486582
63785,Burlington,Woodland Township,0.05847167
63827,Burlington,Woodland Township,0.05931058
63846,Burlington,Woodland Township,0.05881583
63852,Burlington,Woodland Township,0.05938018
63855,Burlington,Woodland Township,0.06046801
63859,Burlington,Woodland Township,0.05815859
63873,Burlington,Woodland Township,0.05749091
63878,Burlington,Woodland Township,0.70920379
63879,Burlington,Woodland Township,0.05761109
63903,Burlington,Woodland Township,0.05553793
63932,Burlington,Woodland Township,0.05901912
63935,Burlington,Woodland Township,0.05757571
63952,Burlington,Woodland Township,0.0603912
63959,Burlington,Woodland Township,0.05900383
63966,Burlington,Woodland Township,0.05571198
63968,Burlington,Woodland Township,0.05847162
63971,Burlington,Woodland Township,0.05983778
63977,Burlington,Woodland Township,0.06035929
64004,Burlington,Woodland Township,4.6613345
64030,Burlington,Woodland Township,0.057478
64033,Burlington,Woodland Township,0.05397311
64036,Burlington,Woodland Township,0.05837883
64046,Burlington,Woodland Township,0.05854529
64090,Burlington,Woodland Township,0.05695188
64099,Burlington,Woodland Township,0.06042288
64118,Burlington,Woodland Township,0.06044971
64155,Burlington,Woodland Township,4.83144427
64201,Burlington,Woodland Township,0.05459682
64232,Burlington,Woodland Township,0.06265893
64249,Burlington,Woodland Township,0.05879481
64264,Burlington,Woodland Township,0.06941108
64274,Burlington,Woodland Township,0.05979591
64325,Burlington,Woodland Township,0.05900438
64328,Burlington,Woodland Township,1.12711598
64333,Burlington,Woodland Township,0.05613377
64340,Burlington,Woodland Township,0.05832552
64343,Burlington,Woodland Township,0.0525545
64348,Burlington,Woodland Township,0.22317305
64352,Burlington,Woodland Township,0.0531839
64363,Burlington,Woodland Township,49.53320456
64370,Burlington,Woodland Township,0.05905053
64384,Burlington,Woodland Township,0.05809395
64395,Burlington,Woodland Township,0.05784837
64401,Burlington,Woodland Township,0.05812402
64403,Burlington,Woodland Township,0.06600011
64404,Burlington,Woodland Township,0.03030888
64415,Burlington,Woodland Township,0.04974602
64421,Burlington,Woodland Township,0.0600488
64445,Burlington,Woodland Township,0.06129961
64451,Burlington,Woodland Township,0.05738856
64454,Burlington,Woodland Township,0.0606506
64461,Burlington,Woodland Township,0.05873813
64498,Burlington,Woodland Township,0.05551503
64508,Burlington,Woodland Township,0.88614218
64516,Burlington,Woodland Township,0.00068233
64523,Burlington,Woodland Township,0.05526072
64535,Burlington,Woodland Township,0.07379905
64566,Burlington,Woodland Township,0.05397542
64592,Burlington,Woodland Township,0.03888556
64617,Burlington,Woodland Township,0.05519991
64647,Burlington,Woodland Township,0.05920084
64671,Burlington,Woodland Township,50.8355188
64705,Burlington,Woodland Township,0.0565763
64713,Burlington,Woodland Township,0.06396147
64717,Burlington,Woodland Township,0.67294533
64734,Burlington,Woodland Township,0.0608499
64735,Burlington,Woodland Township,0.01159375
64736,Burlington,Woodland Township,0.05298082
64741,Burlington,Woodland Township,0.05344589
64773,Burlington,Woodland Township,0.05900317
64780,Burlington,Woodland Township,4.80048982
64782,Burlington,Woodland Township,0.05304689
64794,Burlington,Woodland Township,4.73435785
64797,Burlington,Woodland Township,0.0581589
64798,Burlington,Woodland Township,0.05749153
64805,Burlington,Woodland Township,0.05749117
64819,Burlington,Woodland Township,0.05578249
64822,Burlington,Woodland Township,5.60792391
64827,Burlington,Woodland Township,0.05724621
64829,Burlington,Woodland Township,0.0433002
64834,Burlington,Woodland Township,0.8370453
64838,Burlington,Woodland Township,0.06024961
64849,Burlington,Woodland Township,0.05828692
64854,Burlington,Woodland Township,0.04831873
64873,Burlington,Woodland Township,0.05932702
64902,Burlington,Woodland Township,0.05907342
64911,Burlington,Woodland Township,0.05738056
64913,Burlington,Woodland Township,0.05300901
64918,Burlington,Woodland Township,0.86507775
64921,Burlington,Woodland Township,0.0590369
64924,Burlington,Woodland Township,0.05927331
64928,Burlington,Woodland Township,0.0597745
64948,Burlington,Woodland Township,0.05188415
64951,Burlington,Woodland Township,0.05941258
64959,Burlington,Woodland Township,0.05889088
64961,Burlington,Woodland Township,5.10679917
64972,Burlington,Woodland Township,0.05177353
64995,Burlington,Woodland Township,0.25200683
64997,Burlington,Woodland Township,0.0587692
64998,Burlington,Woodland Township,0.05937031
65004,Burlington,Woodland Township,0.86107016
65015,Burlington,Woodland Township,0.05570762
65031,Burlington,Woodland Township,0.01059146
65038,Burlington,Woodland Township,0.01142911
65095,Burlington,Woodland Township,4.22761388
65098,Burlington,Woodland Township,0.05883446
65111,Burlington,Woodland Township,0.0530862
65115,Burlington,Woodland Township,0.05387514
65136,Burlington,Woodland Township,0.05777997
65137,Burlington,Woodland Township,0.05877255
65145,Burlington,Woodland Township,0.05002908
65146,Burlington,Woodland Township,0.28958136
65174,Burlington,Woodland Township,0.05787269
65210,Burlington,Woodland Township,0.05925215
65230,Burlington,Woodland Township,0.21226803
65242,Burlington,Woodland Township,0.06103827
65243,Burlington,Woodland Township,0.05977595
65248,Burlington,Woodland Township,0.05419599
65256,Burlington,Woodland Township,22.71533076
65286,Burlington,Woodland Township,0.05946792
65287,Burlington,Woodland Township,0.05725068
65308,Burlington,Woodland Township,0.05725141
65311,Burlington,Woodland Township,1.28193327
65328,Burlington,Woodland Township,0.05823
65349,Burlington,Woodland Township,5.24484962
65361,Burlington,Woodland Township,0.05799674
65369,Burlington,Woodland Township,0.05646406
65408,Burlington,Woodland Township,0.05259585
65411,Burlington,Woodland Township,0.05492557
65414,Burlington,Woodland Township,0.06142421
65457,Burlington,Woodland Township,0.05873834
65466,Burlington,Woodland Township,0.05876498
65492,Burlington,Woodland Township,0.05348181
65496,Burlington,Woodland Township,443.3665082
65511,Burlington,Woodland Township,0.34211957
65541,Burlington,Woodland Township,169.7592902
65542,Burlington,Woodland Township,0.05507701
65564,Burlington,Woodland Township,0.2733083
65567,Burlington,Woodland Township,0.05788534
65610,Burlington,Woodland Township,0.06219272
65620,Burlington,Woodland Township,0.05662709
65621,Burlington,Woodland Township,0.06065002
65635,Burlington,Woodland Township,0.24023498
65644,Burlington,Woodland Township,0.06043076
65653,Burlington,Woodland Township,0.05154781
65660,Burlington,Woodland Township,12.11484411
65690,Burlington,Woodland Township,0.05979632
65692,Burlington,Woodland Township,9.42317875
65731,Burlington,Woodland Township,22.31716
65736,Burlington,Woodland Township,0.05593972
65739,Burlington,Woodland Township,0.06050074
65742,Burlington,Woodland Township,0.05969461
65788,Burlington,Woodland Township,0.05459575
65794,Burlington,Woodland Township,0.05547459
65803,Burlington,Woodland Township,4.76973965
65820,Burlington,Woodland Township,471.6731322
65832,Burlington,Woodland Township,0.05579542
65849,Burlington,Woodland Township,0.06104715
65857,Burlington,Woodland Township,0.05941231
65859,Burlington,Woodland Township,9.83641681
65864,Burlington,Woodland Township,0.05751282
65866,Burlington,Woodland Township,4.41121993
65875,Burlington,Woodland Township,0.05670578
65889,Burlington,Woodland Township,0.05551631
65909,Burlington,Woodland Township,0.05595602
65918,Burlington,Woodland Township,0.05845682
65936,Burlington,Woodland Township,12.40622334
65967,Burlington,Woodland Township,0.05655252
65979,Burlington,Woodland Township,5.36352743
65980,Burlington,Woodland Township,0.05848323
65985,Burlington,Woodland Township,3.08691724
65986,Burlington,Woodland Township,0.05922374
66000,Burlington,Woodland Township,0.05670873
66003,Burlington,Woodland Township,0.05644877
66005,Burlington,Woodland Township,0.12308699
66024,Burlington,Woodland Township,0.05734607
66057,Burlington,Woodland Township,0.05659039
66062,Burlington,Woodland Township,0.06212053
66088,Burlington,Woodland Township,0.06062866
66099,Burlington,Woodland Township,0.05735524
66112,Burlington,Woodland Township,0.05895689
66126,Burlington,Woodland Township,0.0585797
66129,Burlington,Woodland Township,0.06049433
66137,Burlington,Woodland Township,0.06084148
66139,Burlington,Woodland Township,0.05708096
66149,Burlington,Woodland Township,25.37751063
66155,Burlington,Woodland Township,0.05722628
66162,Burlington,Woodland Township,0.05538896
66163,Burlington,Woodland Township,4.91145014
66178,Burlington,Woodland Township,0.05657664
66191,Burlington,Woodland Township,0.05652248
66227,Burlington,Woodland Township,0.05528839
66230,Burlington,Woodland Township,76.0502965
66243,Burlington,Woodland Township,0.05626226
66258,Burlington,Woodland Township,0.05663732
66277,Burlington,Woodland Township,0.05725491
66310,Burlington,Woodland Township,0.00964995
66312,Burlington,Woodland Township,0.06031994
66313,Burlington,Woodland Township,0.05934745
66317,Burlington,Woodland Township,0.05551821
66319,Burlington,Woodland Township,0.06225808
66337,Burlington,Woodland Township,0.05920096
66342,Burlington,Woodland Township,0.05715606
66344,Burlington,Woodland Township,0.05974616
66349,Burlington,Woodland Township,0.06285395
66351,Burlington,Woodland Township,0.06129964
66365,Burlington,Woodland Township,0.05823499
66368,Burlington,Woodland Township,0.05748805
66440,Burlington,Woodland Township,4.81763792
66453,Burlington,Woodland Township,0.05809427
66462,Burlington,Woodland Township,0.0597745
66485,Burlington,Woodland Township,0.05593464
66489,Burlington,Woodland Township,5.57488439
66490,Burlington,Woodland Township,0.05609162
66498,Burlington,Woodland Township,0.05507668
66518,Burlington,Woodland Township,0.05768785
66522,Burlington,Woodland Township,0.05678737
66529,Burlington,Woodland Township,0.05034744
66567,Burlington,Woodland Township,0.05432783
66603,Burlington,Woodland Township,0.05501567
66605,Burlington,Woodland Township,0.05648457
66618,Burlington,Woodland Township,0.05390774
66635,Burlington,Woodland Township,0.04591162
66682,Burlington,Woodland Township,0.05578129
66701,Burlington,Woodland Township,0.06119763
66719,Burlington,Woodland Township,0.06091213
66740,Burlington,Woodland Township,0.05991098
66785,Burlington,Woodland Township,0.05932688
66786,Burlington,Woodland Township,0.05660659
66802,Burlington,Woodland Township,0.06210633
66834,Burlington,Woodland Township,0.05678929
66839,Burlington,Woodland Township,0.23199235
66866,Burlington,Woodland Township,0.05481498
66868,Burlington,Woodland Township,0.06061064
66871,Burlington,Woodland Township,0.05593774
66880,Burlington,Woodland Township,0.04833332
66881,Burlington,Woodland Township,0.04932082
66883,Burlington,Woodland Township,0.0538757
66905,Burlington,Woodland Township,5.18274909
66923,Burlington,Woodland Township,0.05566412
66931,Burlington,Woodland Township,5.71967256
66933,Burlington,Woodland Township,0.05160293
66940,Burlington,Woodland Township,0.06129873
66948,Burlington,Woodland Township,0.05854855
66969,Burlington,Woodland Township,0.05816012
66975,Burlington,Woodland Township,0.05397403
66995,Burlington,Woodland Township,0.05925355
67016,Burlington,Woodland Township,3.81993055
67041,Burlington,Woodland Township,0.00136205
67045,Burlington,Woodland Township,0.05432184
67078,Burlington,Woodland Township,0.0545988
67080,Burlington,Woodland Township,0.06274489
67081,Burlington,Woodland Township,0.05848864
67094,Burlington,Woodland Township,0.05819927
67096,Burlington,Woodland Township,0.00477804
67097,Burlington,Woodland Township,0.23680426
67111,Burlington,Woodland Township,0.05785176
67118,Burlington,Woodland Township,0.0573384
67151,Burlington,Woodland Township,0.06108006
67154,Burlington,Woodland Township,0.05783469
67157,Burlington,Woodland Township,0.05507947
67158,Burlington,Woodland Township,0.05390717
67174,Burlington,Woodland Township,0.06000021
67192,Burlington,Woodland Township,0.05715689
67201,Burlington,Woodland Township,0.02927238
67206,Burlington,Woodland Township,0.05848939
67210,Burlington,Woodland Township,0.05528913
67224,Burlington,Woodland Township,0.04833316
67225,Burlington,Woodland Township,0.06084912
67237,Burlington,Woodland Township,0.0585042
67239,Burlington,Woodland Township,0.05695189
67246,Burlington,Woodland Township,0.06265853
67257,Burlington,Woodland Township,5.28929298
67272,Burlington,Woodland Township,0.05331543
67292,Burlington,Woodland Township,0.05949444
67307,Burlington,Woodland Township,0.06204487
67328,Burlington,Woodland Township,0.05459768
67338,Burlington,Woodland Township,0.05848975
67340,Burlington,Woodland Township,0.06232709
67342,Burlington,Woodland Township,0.05788438
67346,Burlington,Woodland Township,0.02379081
67355,Burlington,Woodland Township,0.05822961
67365,Burlington,Woodland Township,0.05543081
67366,Burlington,Woodland Township,0.05734588
67388,Burlington,Woodland Township,0.05127479
67399,Burlington,Woodland Township,0.05975738
67400,Burlington,Woodland Township,0.05722852
67407,Burlington,Woodland Township,0.05772896
67411,Burlington,Woodland Township,0.05811496
67424,Burlington,Woodland Township,0.05182944
67425,Burlington,Woodland Township,0.074308
67436,Burlington,Woodland Township,4.9693023
67437,Burlington,Woodland Township,0.06312361
67472,Burlington,Woodland Township,0.06086252
67475,Burlington,Woodland Township,0.05361235
67477,Burlington,Woodland Township,7.09320926
67502,Burlington,Woodland Township,0.05492601
67509,Burlington,Woodland Township,0.05385338
67513,Burlington,Woodland Township,0.04917053
67522,Burlington,Woodland Township,0.05492535
67524,Burlington,Woodland Township,0.05551379
67531,Burlington,Woodland Township,0.05432725
67536,Burlington,Woodland Township,0.06436454
67571,Burlington,Woodland Township,0.05309006
67572,Burlington,Woodland Township,0.06085751
67577,Burlington,Woodland Township,0.05611756
67600,Burlington,Woodland Township,0.05657506
67601,Burlington,Woodland Township,0.05598407
67608,Burlington,Woodland Township,0.05772608
67622,Burlington,Woodland Township,0.05498813
67630,Burlington,Woodland Township,0.05802669
67631,Burlington,Woodland Township,0.05744897
67633,Burlington,Woodland Township,0.02330281
67640,Burlington,Woodland Township,0.06305536
67653,Burlington,Woodland Township,0.05061573
67691,Burlington,Woodland Township,0.05849816
67695,Burlington,Woodland Township,0.06489206
67709,Burlington,Woodland Township,0.05804499
67736,Burlington,Woodland Township,0.05272488
67742,Burlington,Woodland Township,0.0577816
67761,Burlington,Woodland Township,0.05974229
67762,Burlington,Woodland Township,0.05542698
67773,Burlington,Woodland Township,0.05525811
67795,Burlington,Woodland Township,0.05970886
67797,Burlington,Woodland Township,0.05655458
67798,Burlington,Woodland Township,0.06174283
67841,Burlington,Woodland Township,0.05781102
67844,Burlington,Woodland Township,0.05331577
67851,Burlington,Woodland Township,0.05482387
67869,Burlington,Woodland Township,0.05787094
67874,Burlington,Woodland Township,0.32383081
67876,Burlington,Woodland Township,0.05786949
67878,Burlington,Woodland Township,0.06089367
67908,Burlington,Woodland Township,0.91392585
67953,Burlington,Woodland Township,0.05426403
67967,Burlington,Woodland Township,0.05789004
67979,Burlington,Woodland Township,0.02936528
67984,Burlington,Woodland Township,0.05605416
67997,Burlington,Woodland Township,0.05730032
67999,Burlington,Woodland Township,0.05000432
68006,Burlington,Woodland Township,0.0557818
68059,Burlington,Woodland Township,0.05481441
68088,Burlington,Woodland Township,0.06033129
68089,Burlington,Woodland Township,0.05700942
68115,Burlington,Woodland Township,0.05977595
68131,Burlington,Woodland Township,0.06231195
68147,Burlington,Woodland Township,0.06171364
68180,Burlington,Woodland Township,0.23149268
68214,Burlington,Woodland Township,4.7828181
68228,Burlington,Woodland Township,0.05901588
68231,Burlington,Woodland Township,0.05808207
68235,Burlington,Woodland Township,0.05524031
68250,Burlington,Woodland Township,285.5309207
68257,Burlington,Woodland Township,0.02784858
68260,Burlington,Woodland Township,0.06129829
68269,Burlington,Woodland Township,0.05525849
68277,Burlington,Woodland Township,0.33040215
68308,Burlington,Woodland Township,0.05730156
68314,Burlington,Woodland Township,0.0539726
68343,Burlington,Woodland Township,0.05593674
68360,Burlington,Woodland Township,0.04921833
68387,Burlington,Woodland Township,0.05657541
68412,Burlington,Woodland Township,4.92793915
68422,Burlington,Woodland Township,0.05415868
68435,Burlington,Woodland Township,0.05590769
68436,Burlington,Woodland Township,0.05788929
68451,Burlington,Woodland Township,0.05397385
68506,Burlington,Woodland Township,0.03820503
68522,Burlington,Woodland Township,0.06231001
68538,Burlington,Woodland Township,0.05543341
68545,Burlington,Woodland Township,0.06285413
68561,Burlington,Woodland Township,4.73212293
68587,Burlington,Woodland Township,0.82537116
68594,Burlington,Woodland Township,0.05927377
68625,Burlington,Woodland Township,84.28068599
68637,Burlington,Woodland Township,0.06321363
68638,Burlington,Woodland Township,0.06331955
68643,Burlington,Woodland Township,0.05434387
68648,Burlington,Woodland Township,0.05787309
68659,Burlington,Woodland Township,0.05748921
68660,Burlington,Woodland Township,0.05904901
68661,Burlington,Woodland Township,0.06037374
68670,Burlington,Woodland Township,0.06053961
68673,Burlington,Woodland Township,0.05454953
68729,Burlington,Woodland Township,0.05475497
68730,Burlington,Woodland Township,0.05800599
68741,Burlington,Woodland Township,0.92671933
68754,Burlington,Woodland Township,0.06231291
68758,Burlington,Woodland Township,0.06116053
68772,Burlington,Woodland Township,0.06043556
68778,Burlington,Woodland Township,0.06177779
68781,Burlington,Woodland Township,0.05542991
68807,Burlington,Woodland Township,0.06146293
68827,Burlington,Woodland Township,0.05596973
68828,Burlington,Woodland Township,0.06107165
68839,Burlington,Woodland Township,0.05743285
68872,Burlington,Woodland Township,0.06285395
68881,Burlington,Woodland Township,0.05128059
68892,Burlington,Woodland Township,0.06160086
68919,Burlington,Woodland Township,0.06028811
68922,Burlington,Woodland Township,0.04315923
68936,Burlington,Woodland Township,0.06335937
68940,Burlington,Woodland Township,0.0612975
68943,Burlington,Woodland Township,0.06801197
68950,Burlington,Woodland Township,0.05434342
68953,Burlington,Woodland Township,4.77447871
68955,Burlington,Woodland Township,0.05454755
68966,Burlington,Woodland Township,3.38832559
68983,Burlington,Woodland Township,0.36331391
68984,Burlington,Woodland Township,0.06292435
68990,Burlington,Woodland Township,0.0587995
68998,Burlington,Woodland Township,0.0669432
69006,Burlington,Woodland Township,0.05713136
69023,Burlington,Woodland Township,0.05492623
69027,Burlington,Woodland Township,0.05598373
69039,Burlington,Woodland Township,0.00918618
69047,Burlington,Woodland Township,0.05522885
69050,Burlington,Woodland Township,0.05876938
69051,Burlington,Woodland Township,0.24731369
69063,Burlington,Woodland Township,0.05660559
69092,Burlington,Woodland Township,0.05905765
69097,Burlington,Woodland Township,0.05252276
69107,Burlington,Woodland Township,0.05532246
69127,Burlington,Woodland Township,5.11445316
69130,Burlington,Woodland Township,0.06041059
69148,Burlington,Woodland Township,0.04279493
69154,Burlington,Woodland Township,0.06080347
69173,Burlington,Woodland Township,0.05961355
69203,Burlington,Woodland Township,0.04429931
69209,Burlington,Woodland Township,0.05234444
69227,Burlington,Woodland Township,0.05298231
69242,Burlington,Woodland Township,0.05657524
69243,Burlington,Woodland Township,0.03784334
69245,Burlington,Woodland Township,0.0493541
69262,Burlington,Woodland Township,10.75684295
69263,Burlington,Woodland Township,0.05528913
69274,Burlington,Woodland Township,0.0447536
69275,Burlington,Woodland Township,9.51617202
69303,Burlington,Woodland Township,0.06292574
69305,Burlington,Woodland Township,0.23950482
69309,Burlington,Woodland Township,0.22703543
69314,Burlington,Woodland Township,0.07841591
69404,Burlington,Woodland Township,0.05930667
69415,Burlington,Woodland Township,0.25613595
69424,Burlington,Woodland Township,0.05847282
69447,Burlington,Woodland Township,0.05578258
69483,Burlington,Woodland Township,0.08557737
69484,Burlington,Woodland Township,0.05548307
69516,Burlington,Woodland Township,0.05788533
69527,Burlington,Woodland Township,0.0525936
69528,Burlington,Woodland Township,0.05651064
69557,Burlington,Woodland Township,0.0555157
69558,Burlington,Woodland Township,0.0543419
69584,Burlington,Woodland Township,0.05619362
69599,Burlington,Woodland Township,0.05621651
69637,Burlington,Woodland Township,0.05887106
69647,Burlington,Woodland Township,0.05797639
69660,Burlington,Woodland Township,0.05889235
69672,Burlington,Woodland Township,0.05566472
69683,Burlington,Woodland Township,0.05337001
69710,Burlington,Woodland Township,0.03883285
69722,Burlington,Woodland Township,0.05411536
69747,Burlington,Woodland Township,0.05788476
69760,Burlington,Woodland Township,425.6850237
69784,Burlington,Woodland Township,0.05823676
69788,Burlington,Woodland Township,0.05822763
69791,Burlington,Woodland Township,0.05811312
69828,Burlington,Woodland Township,0.05980023
69832,Burlington,Woodland Township,4.85827737
69848,Burlington,Woodland Township,16.39234975
69855,Burlington,Woodland Township,0.05802389
69859,Burlington,Woodland Township,3.33269747
69868,Burlington,Woodland Township,0.05952357
69872,Burlington,Woodland Township,0.07377982
69877,Burlington,Woodland Township,0.05578262
69879,Burlington,Woodland Township,0.05725017
69883,Burlington,Woodland Township,1.01972726
69885,Burlington,Woodland Township,0.04994718
69922,Burlington,Woodland Township,0.05539382
69939,Burlington,Woodland Township,0.06103757
69949,Burlington,Woodland Township,0.05873962
69951,Burlington,Woodland Township,0.06085461
69969,Burlington,Woodland Township,0.05871491
69976,Burlington,Woodland Township,0.0526128
69982,Burlington,Woodland Township,0.9095124
69986,Burlington,Woodland Township,0.05295438
70010,Burlington,Woodland Township,0.92235217
70012,Burlington,Woodland Township,0.0012198
70021,Burlington,Woodland Township,0.05798953
70032,Burlington,Woodland Township,0.05863697
70040,Burlington,Woodland Township,0.05295506
70041,Burlington,Woodland Township,0.05819257
70053,Burlington,Woodland Township,0.05771355
70075,Burlington,Woodland Township,0.05781303
70080,Burlington,Woodland Township,0.06174144
70081,Burlington,Woodland Township,1.12254104
70094,Burlington,Woodland Township,0.05269762
70098,Burlington,Woodland Township,0.07380297
70114,Burlington,Woodland Township,0.05521049
70118,Burlington,Woodland Township,0.06014523
70119,Burlington,Woodland Township,0.05255857
70121,Burlington,Woodland Township,0.05746539
70122,Burlington,Woodland Township,0.05136517
70126,Burlington,Woodland Township,0.05675833
70209,Burlington,Woodland Township,3.53146365
70210,Burlington,Woodland Township,5.53198395
70227,Burlington,Woodland Township,292.8125321
70282,Burlington,Woodland Township,0.25111126
70310,Burlington,Woodland Township,0.05211671
70318,Burlington,Woodland Township,0.0594317
70327,Burlington,Woodland Township,161.7074323
70343,Burlington,Woodland Township,0.05289499
70401,Burlington,Woodland Township,0.06036254
70417,Burlington,Woodland Township,0.0599986
70431,Burlington,Woodland Township,0.06146385
70451,Burlington,Woodland Township,7.28249569
70458,Burlington,Woodland Township,0.05772629
70477,Burlington,Woodland Township,0.05889068
70481,Burlington,Woodland Township,0.05390665
70493,Burlington,Woodland Township,4.02313357
70519,Burlington,Woodland Township,0.45565043
70546,Burlington,Woodland Township,0.05450248
70554,Burlington,Woodland Township,0.05571198
70575,Burlington,Woodland Township,0.05348314
70582,Burlington,Woodland Township,0.05880228
70592,Burlington,Woodland Township,0.06230641
70639,Burlington,Woodland Township,0.05969461
70642,Burlington,Woodland Township,0.06108081
70648,Burlington,Woodland Township,0.05904231
70649,Burlington,Woodland Township,0.058766
70651,Burlington,Woodland Township,0.05684417
70665,Burlington,Woodland Township,0.05975834
70689,Burlington,Woodland Township,0.05749192
70693,Burlington,Woodland Township,0.05957558
70695,Burlington,Woodland Township,0.05254389
70700,Burlington,Woodland Township,0.06108045
70733,Burlington,Woodland Township,71.40142544
70766,Burlington,Woodland Township,0.05644702
70770,Burlington,Woodland Township,0.8906027
70780,Burlington,Woodland Township,0.04858286
70792,Burlington,Woodland Township,1.11629559
70799,Burlington,Woodland Township,0.05881492
70810,Burlington,Woodland Township,0.05616623
70811,Burlington,Woodland Township,0.05771263
70816,Burlington,Woodland Township,0.05901559
70858,Burlington,Woodland Township,0.05877622
70875,Burlington,Woodland Township,261.7654498
70891,Burlington,Woodland Township,0.05434245
70917,Burlington,Woodland Township,0.05878658
70924,Burlington,Woodland Township,1.59451568
70937,Burlington,Woodland Township,0.05969537
70951,Burlington,Woodland Township,0.05799731
70956,Burlington,Woodland Township,0.05936418
70970,Burlington,Woodland Township,0.05320923
70973,Burlington,Woodland Township,0.06024983
70983,Burlington,Woodland Township,10.46244796
70986,Burlington,Woodland Township,0.05508032
71036,Burlington,Woodland Township,0.05520152
71041,Burlington,Woodland Township,0.05744881
